"Geography","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","Value","Group","Model","Scenario","ValueType","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"South East",416676.808117402,431894.146142758,455228.233398794,490551.946030946,514014.998072519,530694.315699903,472838.329752501,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,14,6,2020
"South West",136376.793716448,143267.62825543,152405.775679036,166132.906880449,176256.207124727,184212.551249706,159189.650613628,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,14,6,2020
"East of England",382279.748273518,400509.862180581,420951.517292195,451572.039709092,473365.620156824,487901.67934824,435914.347582853,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,15,6,2020
"London",1263996.11133671,1308381.19776953,1366822.83337735,1452363.86376301,1514112.44022543,1553651.84020311,1410059.18542348,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,15,6,2020
"Midlands",735225.461085042,761767.745393144,799665.77351857,855027.82545467,896081.111304552,921754.958977854,827166.0080315,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,15,6,2020
"North East and Yorkshire",494788.172332785,509923.834391508,536696.640709239,575957.00324586,604410.723563935,623332.127329582,555816.936055356,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,15,6,2020
"North West",572118.651413198,593842.818092067,623809.837225589,668922.556267181,699194.52265719,718443.678502552,645764.729698386,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,15,6,2020
"South East",417358.448673408,432559.94577941,455822.944507874,491301.382996466,514732.516673109,531406.316103813,473481.031122204,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,15,6,2020
"South West",136467.139879674,143353.169361517,152517.53319208,166258.469834545,176371.852665866,184288.329081507,159319.139760763,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,15,6,2020
"East of England",382835.220488915,401140.559223634,421562.848668706,452202.498656069,473965.191938238,488766.878991247,436365.796742315,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,16,6,2020
"London",1264751.02426932,1309377.43016372,1367584.61757255,1453142.3215586,1514903.85728837,1554309.66766827,1410733.26361342,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,16,6,2020
"Midlands",736264.932582021,762925.527421917,800939.653514149,856475.605902137,897427.070817466,923262.771747002,828527.598622325,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,16,6,2020
"North East and Yorkshire",495445.451781034,510621.721416193,537506.751488104,576878.175123022,605382.665199609,624155.445237522,556654.58712333,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,16,6,2020
"North West",572921.909038141,594875.52090111,624769.636953842,669979.073058382,700360.069070503,719630.573253006,646892.33502392,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,16,6,2020
"South East",418050.608484411,433366.028880185,456474.155387068,491959.259679064,515551.541217164,532104.90714087,474201.344570084,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,16,6,2020
"South West",136528.161605716,143440.596914833,152640.819063751,166387.121717227,176499.001806388,184360.92031777,159411.961581835,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,16,6,2020
"East of England",383525.422400346,401656.311846271,422017.911162917,452817.183577769,474582.583672867,489398.688129021,436944.565591316,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,17,6,2020
"London",1265496.62280652,1310154.76181711,1368349.59551443,1453899.31082733,1515684.46234056,1555079.66197027,1411527.85137605,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,17,6,2020
"Midlands",737402.110106628,764192.595656039,802252.62901633,857974.051431116,898840.725562548,924546.400833117,829871.166982157,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,17,6,2020
"North East and Yorkshire",496010.768205823,511390.786765708,538312.631056791,577877.372510508,606411.868590296,625016.461251761,557456.719875195,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,17,6,2020
"North West",573716.384390763,595777.090514468,625732.27549676,671001.234240039,701549.266809553,720778.58350737,647930.51942423,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,17,6,2020
"South East",418731.638942927,434159.499074292,457189.526320543,492826.070350052,516405.703862438,532724.905268214,474888.99219013,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,17,6,2020
"South West",136609.695220418,143525.334635205,152787.269147209,166504.666506346,176622.709677853,184448.270927806,159527.31405865,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,17,6,2020
"East of England",384131.287745817,402097.057086995,422575.880901223,453426.912923461,475086.386350661,490097.755553248,437498.408779744,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,18,6,2020
"London",1266177.69778945,1311014.22332856,1369030.41775942,1454912.73900713,1516657.35132974,1555958.88557214,1412233.06173932,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,18,6,2020
"Midlands",738599.84502985,765522.885279701,803580.361942836,859477.187215215,900051.678099552,926286.463889155,831267.787171453,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,18,6,2020
"North East and Yorkshire",496672.291326681,512098.808342842,539078.939089626,578810.199683073,607466.68814501,625929.634047649,558271.659076627,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,18,6,2020
"North West",574483.420777773,596469.631561798,626653.209888873,671942.136801208,702754.874350004,722407.739343912,648987.686697635,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,18,6,2020
"South East",419303.990458945,434731.052513333,457826.546088858,493538.703624079,517102.622408245,533515.981810821,475563.319727929,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,18,6,2020
"South West",136700.026194252,143613.498323154,152930.708883474,166621.356649688,176733.35392975,184624.88269683,159660.702356163,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,18,6,2020
"East of England",384703.834845032,402628.874848449,423113.943439714,454072.620639065,475579.571181173,490789.757599276,438071.869269122,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,19,6,2020
"London",1267087.18644368,1311552.91113251,1369816.33819026,1455797.84890074,1517170.13542652,1556887.20795198,1413021.04127729,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,19,6,2020
"Midlands",739694.69301721,766738.593732863,805018.773542174,861011.336016258,901784.122365893,927927.408901712,832898.753707062,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,19,6,2020
"North East and Yorkshire",497609.14990326,512915.757707086,539966.871628596,579781.957625285,608416.625985903,626862.759843386,559065.905406615,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,19,6,2020
"North West",575312.217231875,597297.404613527,627705.178401097,672996.83265986,703728.100808534,723769.917897696,649957.126538825,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,19,6,2020
"South East",419771.38898204,435482.343341567,458520.305729259,494113.354721397,517860.08738392,534499.465714972,476246.780347832,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,19,6,2020
"South West",136777.649853613,143691.180332799,153014.555634732,166743.312363278,176833.229871498,184825.738789738,159752.092856239,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,19,6,2020
"East of England",385250.040329524,403077.779192282,423584.832376431,454559.495890629,476199.609584045,491324.980294396,438557.076669556,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,20,6,2020
"London",1268075.21863954,1311903.35163331,1370598.33422338,1456723.68540377,1518098.14139566,1557844.08903995,1413927.42432793,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,20,6,2020
"Midlands",740722.575034349,768035.806675891,806229.383823532,862306.594452933,903550.70440564,929369.793325481,834224.181301422,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,20,6,2020
"North East and Yorkshire",498385.553972271,513674.722770228,540788.916499771,580849.228480951,609375.489469705,628131.414065396,559940.588286167,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,20,6,2020
"North West",576210.846211785,598412.674859513,628585.193686382,674050.403297717,704650.117884683,724947.390846988,650892.724032635,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,20,6,2020
"South East",420207.241623769,436182.316616426,459219.283916301,494726.707966184,518675.607065262,535596.947734002,476953.89110383,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,20,6,2020
"South West",136852.131680126,143760.65671769,153147.522610783,166878.124630894,176926.758716163,185011.327258589,159861.235825479,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,20,6,2020
"East of England",385776.155453501,403602.888816852,424069.129088252,455219.522461498,476816.066990393,491830.956147174,439170.277347992,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,21,6,2020
"London",1269075.77203524,1312566.50491679,1371385.8538793,1457701.96587637,1518950.66739225,1558720.51317162,1414735.53640476,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,21,6,2020
"Midlands",741716.81329064,769478.999060192,807506.033892469,863665.505998861,905030.616698223,930952.677057669,835492.073390551,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,21,6,2020
"North East and Yorkshire",498981.816236289,514440.70230978,541669.121506143,581574.083239219,610387.990139051,629674.647916773,560844.794476817,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,21,6,2020
"North West",576990.614817338,599160.612172825,629539.841020136,675004.903254822,705689.26541052,726005.899708474,651820.275490866,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,21,6,2020
"South East",420807.127712029,436760.548377462,459882.892811031,495530.351286794,519393.029871356,536567.203404919,477616.640047366,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,21,6,2020
"South West",136923.698273461,143845.063164333,153230.500425554,166997.036052683,177037.733653184,185132.073519394,159980.735023948,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,21,6,2020
"East of England",386206.76853037,403998.693200403,424630.631340986,455715.34207829,477404.243744979,492347.867670839,439755.295442517,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,22,6,2020
"London",1270025.46841328,1313287.81904821,1372104.42384481,1458527.04180013,1519968.36887365,1559729.84359404,1415551.14534541,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,22,6,2020
"Midlands",742667.468542625,770793.518242889,808699.842369937,865009.427834952,906486.983567955,932131.089554562,836807.048284785,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,22,6,2020
"North East and Yorkshire",499499.870718534,515250.001809379,542525.213861947,582481.387515488,611529.906065551,631342.412279384,561681.044422765,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,22,6,2020
"North West",578019.235226697,600003.069000019,630447.129508162,675936.271357026,706919.306105625,727554.204497644,652706.040958383,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,22,6,2020
"South East",421477.415298132,437461.804950346,460616.039800332,496247.325950565,520213.103429438,537582.599686756,478320.004239701,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,22,6,2020
"South West",136992.465293817,143973.028058878,153314.684702802,167068.150968278,177149.497543906,185295.188899984,160090.843075302,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,22,6,2020
"East of England",386568.552551572,404402.779863035,425171.624385331,456213.324393185,478001.704076029,492978.623127185,440337.396248907,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,23,6,2020
"London",1270928.10235524,1313794.31884059,1372712.01033241,1459482.13580665,1520663.57921028,1560865.43028336,1416144.60321404,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,23,6,2020
"Midlands",743600.069813457,771857.64280425,809853.87270108,866487.984090423,907932.285766085,933320.463422634,838158.140792836,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,23,6,2020
"North East and Yorkshire",500506.134137335,515986.020062659,543412.283638931,583454.290452406,612766.801900912,632145.892374007,562594.824024763,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,23,6,2020
"North West",579035.082838876,600704.541116937,631504.123110897,676954.569228951,708213.718936657,728696.717398351,653741.532408544,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,23,6,2020
"South East",421946.175813786,438125.819523304,461266.379854941,497001.337485062,521066.702242642,538198.247474872,479019.046125871,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,23,6,2020
"South West",137058.543449557,144097.035090924,153416.795041767,167148.22284193,177236.221103467,185461.269195782,160183.855555447,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,23,6,2020
"East of England",386923.00136947,404780.861802582,425598.785329881,456879.596585456,478634.583909969,493734.467375544,440884.88543119,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,24,6,2020
"London",1271701.72312745,1314530.39173131,1373398.31992201,1460482.75199887,1521682.59306585,1561919.16864591,1416947.20715023,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,24,6,2020
"Midlands",744535.603360763,773216.225792499,811079.20110816,867765.783062644,909512.037744359,934849.818533188,839609.406009194,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,24,6,2020
"North East and Yorkshire",500922.352762745,516489.836307906,544242.295452837,584509.796863741,613736.41184634,633472.3300449,563457.827752946,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,24,6,2020
"North West",579968.725069749,601574.40495115,632596.873504641,677911.128730581,709429.180964551,729524.132731753,654794.094804193,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,24,6,2020
"South East",422442.178184379,438818.344488613,461943.630262308,497771.55824603,522012.246192007,539108.763137569,479647.503541902,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,24,6,2020
"South West",137122.053542305,144211.706523965,153493.628077673,167240.955105094,177331.278824148,185594.280204258,160239.127312667,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,24,6,2020
"East of England",387359.884728197,405158.087817848,426141.81248127,457446.978444089,479290.090805323,494351.309763505,441375.842005377,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,25,6,2020
"London",1272377.75565091,1314961.13988626,1374107.55888117,1461353.90523936,1522616.70990422,1563019.20056617,1417684.35869272,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,25,6,2020
"Midlands",745694.970112084,774516.450488894,812478.889076721,869230.076361464,910740.817524736,936781.423218918,840889.964803699,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,25,6,2020
"North East and Yorkshire",501237.24744616,517370.693010428,544984.114280017,585659.947173639,614732.191398,634676.671628534,564339.483166134,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,25,6,2020
"North West",580586.923243718,602604.945064732,633589.595130332,679042.218967894,710785.482076847,730571.890541456,655792.228867481,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,25,6,2020
"South East",423170.645016514,439368.382368944,462634.840704546,498486.506713899,522908.90649289,539847.440020983,480301.387569574,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,25,6,2020
"South West",137183.11714827,144337.187522407,153559.223414801,167334.160376919,177413.8233499,185699.65583992,160390.204633936,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,25,6,2020
"East of England",387827.498577098,405468.893865606,426680.898985548,458053.323094078,480020.449256438,495557.614130905,442042.063723927,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,26,6,2020
"London",1272943.7357325,1315239.36013793,1374914.78168176,1462201.80304508,1523216.08578325,1564139.15567806,1418321.0657548,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,26,6,2020
"Midlands",746950.728726718,775446.604256623,813600.772601843,870597.047230959,912500.070809263,938110.34189142,842298.343216951,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,26,6,2020
"North East and Yorkshire",501750.700899812,518063.361793173,545715.296566915,586566.392292209,615603.469382879,635581.030713711,565291.030550969,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,26,6,2020
"North West",581793.316854076,603427.809229531,634611.956095402,680079.082046843,711920.333902662,731978.232503447,656752.386559183,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,26,6,2020
"South East",423683.787318057,440195.049504076,463239.998622174,499229.654108668,523773.45942717,540693.670412809,481055.225394241,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,26,6,2020
"South West",137247.527564279,144502.516890512,153628.850059551,167415.626393089,177497.92154425,185907.821646337,160523.170413327,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,26,6,2020
"East of England",388300.399371863,405902.036055048,427208.731126852,458552.197352926,480791.65230405,496329.024996538,442522.898671148,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,27,6,2020
"London",1273749.46296404,1315840.56993793,1375571.6353158,1462895.82161439,1524170.39903918,1565695.58891508,1419006.86825491,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,27,6,2020
"Midlands",748074.123510095,776726.105833481,814990.18212439,871852.595882827,913999.697032953,939856.369296792,843728.659508,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,27,6,2020
"North East and Yorkshire",502241.307922869,518884.583085675,546520.194794214,587532.006806571,616682.02802247,637463.568905611,566168.482285899,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,27,6,2020
"North West",582953.438357564,604532.072653179,635703.645598395,681114.64528812,713175.339898754,733479.569931344,657663.082653054,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,27,6,2020
"South East",424254.190158141,440667.247954849,463775.551343782,499846.38647092,524763.809830327,541947.669470206,481682.539190285,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,27,6,2020
"South West",137305.895348852,144601.054532253,153763.68552076,167541.640432387,177595.941053737,186117.812167331,160634.495906522,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,27,6,2020
"East of England",388871.269971407,406254.062374891,427692.562511358,459242.142738127,481414.42205842,497116.905818008,443118.313643607,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,28,6,2020
"London",1274183.94512836,1316653.75791674,1376191.20630947,1463923.7390448,1524826.67749565,1567283.46088051,1419870.75845313,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,28,6,2020
"Midlands",748886.889590296,777944.06503324,816252.838966166,873279.327683834,915593.570479628,941333.459654185,845191.420338204,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,28,6,2020
"North East and Yorkshire",502763.815001379,519700.847888286,547334.012384348,588516.154805772,617837.412191678,638836.787074859,567024.430913913,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,28,6,2020
"North West",583920.797226053,605213.040530739,636466.686910649,682013.177392112,714537.167164082,734833.740178362,658608.561083183,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,28,6,2020
"South East",424827.576421604,441135.971875255,464406.993726012,500488.682664009,525704.316269502,542878.77807525,482359.962122723,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,28,6,2020
"South West",137361.678694928,144727.119705055,153827.111210396,167627.894128242,177681.599015231,186363.618083252,160718.095663026,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,28,6,2020
"East of England",389448.858562489,406689.7582189,428197.928354335,459894.700827068,482193.051322849,497980.80597692,443683.646688459,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,29,6,2020
"London",1274394.38949912,1317385.05040968,1376921.0743909,1464539.41827009,1525985.80232867,1568759.49560997,1420669.81929774,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,29,6,2020
"Midlands",749744.6765071,779035.518698528,817363.493216845,874693.107595551,916876.758128288,942662.668772286,846379.445557666,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,29,6,2020
"North East and Yorkshire",503559.431612895,520346.823597214,548144.288778001,589594.62662617,618952.793962911,640816.200784763,567837.379837542,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,29,6,2020
"North West",584842.595221674,605891.815647601,637417.516550311,682897.681217707,715769.401834508,736354.427346431,659643.258472823,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,29,6,2020
"South East",425472.722244784,441573.858137313,464967.162379198,501334.383519769,526542.051726041,543632.441032025,483104.635513543,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,29,6,2020
"South West",137414.993856244,144782.805006925,153885.442411087,167743.359742251,177810.065791982,186744.840877951,160797.634243306,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,29,6,2020
"East of England",389951.41011676,407104.009662234,428875.726159668,460549.895537734,483135.672629661,498620.12687172,444313.246077116,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,30,6,2020
"London",1274589.67454369,1317843.41507819,1377823.65514064,1465404.66757072,1526602.85034258,1569925.36912505,1421576.06467351,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,30,6,2020
"Midlands",750597.424344685,779986.163333944,818448.11763829,876166.614380753,919036.002396228,944860.776762398,847600.582762274,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,30,6,2020
"North East and Yorkshire",504343.902933028,520984.263398207,549122.112630243,590728.964394749,620250.170256514,642220.276993998,568840.745717688,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,30,6,2020
"North West",585758.679840172,606471.282384592,638233.237062728,683882.241805174,717171.913169583,738703.55030846,660644.238817328,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,30,6,2020
"South East",426079.024048815,442266.355875694,465534.988767948,502086.982965161,527385.009831939,544738.504698896,483771.615903771,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,30,6,2020
"South West",137465.951799632,144859.61795088,153945.628511612,167826.214898422,177953.951112554,187191.388146936,160881.587137824,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,30,6,2020
"East of England",390451.642232862,407601.470150153,429473.092139337,461179.822119568,483917.830603071,499898.365493951,444890.814177384,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,1,7,2020
"London",1275088.66876372,1318285.88678122,1378528.82922289,1466187.07097648,1527282.46748845,1571023.49878222,1422386.43644069,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,1,7,2020
"Midlands",751591.437689379,781158.382311974,819499.928312898,877612.140798301,921180.588355411,946050.62962468,848792.829366225,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,1,7,2020
"North East and Yorkshire",505086.243325488,521680.791902627,550044.721840656,591950.280611887,621951.953433315,643339.23205433,569731.163240164,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,1,7,2020
"North West",586818.513915067,607072.891917631,638941.542856762,684771.320453894,718193.374215804,740335.135394688,661633.198371914,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,1,7,2020
"South East",426420.001793483,442751.222265876,466190.123939385,502856.427607941,528270.926386564,545883.015503087,484333.383731002,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,1,7,2020
"South West",137514.658464696,144891.316317632,154027.951565419,167928.282734212,178103.575417877,187313.982781327,160961.156034839,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,1,7,2020
"East of England",390953.844945404,408029.069860107,429993.052330117,461948.205257678,484739.119491186,501755.589224318,445450.522930833,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,2,7,2020
"London",1276053.81793733,1318678.41453111,1379382.50405843,1466976.78531071,1527869.18500179,1571656.34136775,1423062.74110907,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,2,7,2020
"Midlands",752934.495623675,782280.426671221,820877.599473242,878924.609697402,922822.080477649,947326.78021844,850135.147729322,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,2,7,2020
"North East and Yorkshire",505628.051390684,522248.818198308,550860.137551289,592987.994416417,622937.649528964,645043.711027064,570736.250988371,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,2,7,2020
"North West",587462.131812219,607950.203233772,639862.136371924,685716.088259439,719271.539287532,741847.22840001,662483.828634422,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,2,7,2020
"South East",427337.117030011,443349.213336955,466846.640288453,503734.48407243,529372.338854148,546691.513223662,485080.876844377,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,2,7,2020
"South West",137561.214969844,144917.647969473,154101.361806846,168026.162487253,178187.124221511,187430.324054134,161023.976792206,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,2,7,2020
"East of England",391441.839480052,408411.902093452,430677.341305863,462651.179456954,485637.649947301,502593.434726844,446142.912052853,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,3,7,2020
"London",1276941.07559038,1319347.87508283,1379838.21659097,1467837.70464921,1528515.22365013,1572386.4622575,1423721.69449387,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,3,7,2020
"Midlands",754689.779177863,783605.938710391,821959.960407667,880300.457296389,924653.209494509,948908.750444019,851149.687116713,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,3,7,2020
"North East and Yorkshire",506532.66435272,523150.729953487,551650.747943613,593881.195002217,624099.01669736,646449.424138411,571693.962322275,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,3,7,2020
"North West",588284.054029795,608401.17484109,640924.990811482,686779.132712811,720445.686214249,743918.678408027,663381.42514492,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,3,7,2020
"South East",427845.602223654,443753.535997712,467440.91161621,504611.643125432,530307.715392994,547789.27452838,485681.443185475,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,3,7,2020
"South West",137605.717818032,144987.057171647,154192.735229876,168091.220927401,178246.625791766,187544.979659739,161109.599025933,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,3,7,2020
"East of England",391878.345917913,408865.946788644,431297.322549574,463389.713426307,486355.105859513,503015.365520896,446698.200252538,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,4,7,2020
"London",1277766.08175045,1320084.09676266,1380640.63317928,1468637.01086628,1530062.46743467,1573402.97670348,1424394.90481748,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,4,7,2020
"Midlands",755720.578460508,784546.623681519,823152.744533691,881519.048558175,926316.696130142,951054.531907677,852504.838423146,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,4,7,2020
"North East and Yorkshire",507126.098670946,523694.502143672,552700.519333632,594914.611621053,625412.034145631,648193.389811254,572630.794894443,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,4,7,2020
"North West",588990.163676151,609211.09188756,641692.260769403,687998.149895394,721765.561256898,745332.595903377,664314.893181144,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,4,7,2020
"South East",428687.189620792,444578.873159142,467966.682763076,505365.023830269,531666.395579163,548808.991117101,486374.173804841,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,4,7,2020
"South West",137648.259105421,145068.886968549,154256.088495255,168174.255982039,178377.105684652,187657.982211379,161219.928527829,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,4,7,2020
"East of England",392380.767472765,409214.751945864,431791.724374288,464098.85868726,487483.250071354,504116.721323337,447258.959742887,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,7,2020,5,7,2020
