"Geography","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","Value","Group","Model","Scenario","ValueType","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"South West",221295.84302508,230559.246968056,244451.137173379,264907.691727513,280867.613936546,291309.71713643,254744.792886305,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,7,4,2020
"East of England",587016.016952104,609529.480988962,642492.147672733,691428.651677705,726981.926010196,758790.496930479,666962.307881885,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,8,4,2020
"London",2030020.27283085,2095711.9515317,2191563.39296181,2332003.23187519,2435108.65829362,2514302.75250601,2261410.5370407,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,8,4,2020
"Midlands",1108312.37487159,1148554.36022074,1206228.81829276,1292174.80279668,1354174.54958969,1400122.02474344,1249078.128792,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,8,4,2020
"North East and Yorkshire",716371.403195867,743167.287797626,782318.133709921,842310.687576049,886680.513254965,918853.832819885,811508.590314265,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,8,4,2020
"North West",826385.156806595,856101.714091885,900626.065093379,965402.518208951,1015170.90341076,1054342.46646976,933096.710089564,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,8,4,2020
"South East",660769.121394021,686674.860218196,723289.680704481,777098.93251323,816124.167582184,847961.201998265,750231.765680961,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,8,4,2020
"South West",226964.826392902,236423.572101826,250458.675099257,271221.493742519,287482.063182881,298409.811305824,260874.741766176,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,8,4,2020
"East of England",599273.220285315,622270.004907231,655508.08560324,705475.503919909,741402.20944088,773940.419454272,680645.050913734,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,9,4,2020
"London",2039424.21354124,2105528.62426104,2202300.24402506,2342612.90374468,2446340.50201328,2526478.46979479,2271624.8526798,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,9,4,2020
"Midlands",1129101.92647216,1170025.61455824,1228914.16648485,1316119.96742998,1379269.55931039,1426692.58529425,1272629.56584775,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,9,4,2020
"North East and Yorkshire",737455.47290386,764930.111604404,804861.443259701,866419.336136663,911388.258930304,945124.053814366,834816.367192417,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,9,4,2020
"North West",845725.992755243,876192.881165158,921447.870261242,987842.083597473,1038553.42129028,1077766.38998994,954632.206475438,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,9,4,2020
"South East",674086.701334854,700067.842421879,737232.242819408,791862.529275719,831372.308510413,864277.805836596,764484.235771267,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,9,4,2020
"South West",232374.629984089,241961.100025855,256067.106093315,277252.818632012,293640.701551547,304997.299875132,266672.908062495,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,9,4,2020
"East of England",610521.510569126,634137.043915336,667788.189084453,718597.557653455,754846.147358994,787805.990117654,693327.280078792,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,10,4,2020
"London",2047411.77754472,2114273.34369101,2211251.03926605,2351813.27064935,2455806.64353454,2537026.27897918,2280624.57433259,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,10,4,2020
"Midlands",1148318.95711795,1189879.16722072,1249846.85651063,1338490.46045567,1402305.40566216,1450762.53986925,1294173.63239965,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,10,4,2020
"North East and Yorkshire",757392.294367792,785651.471596843,826527.743590948,889418.615079537,935113.109988425,969813.897253636,857019.23933847,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,10,4,2020
"North West",863612.999965699,894394.538932232,940821.180070224,1008565.60195153,1060145.24484436,1099772.5644025,974671.270542358,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,10,4,2020
"South East",686486.782853583,712462.237284865,750276.165047321,805481.855524865,845672.489684806,878667.683753486,777797.753293444,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,10,4,2020
"South West",236877.621110868,247094.71840887,261337.11295669,282959.843112538,299536.451909856,311270.817850033,272036.785899817,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,10,4,2020
"East of England",621072.344501887,645006.49410531,679491.468297847,730821.274124602,767583.556807972,801220.24227691,705194.483349246,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,11,4,2020
"London",2054090.42251438,2121481.75129349,2218273.44329827,2359539.31546756,2464012.02441072,2545483.37089415,2287875.95173235,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,11,4,2020
"Midlands",1165996.58506124,1208576.59638109,1269176.69286784,1359183.67583434,1424073.96195831,1472331.66711665,1314101.80003843,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,11,4,2020
"North East and Yorkshire",775916.519529382,805275.214048738,847033.338550694,911256.764493965,957947.769011105,993504.234143343,878317.286725913,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,11,4,2020
"North West",880422.835504505,912074.944888407,959113.161955255,1027749.00460198,1080355.89536999,1121302.42247828,993670.53921327,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,11,4,2020
"South East",697799.193240904,723929.395083426,762170.444956424,818173.324365614,858918.586581022,891760.240769309,790323.513974816,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,11,4,2020
"South West",241099.567664773,251881.912359757,266234.185021868,288280.88208314,305023.713552926,317165.680861828,277170.53947131,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,11,4,2020
"East of England",630890.157663652,655111.130132024,690268.215570395,742140.88933406,779604.251436467,813817.685525023,716195.704277664,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,12,4,2020
"London",2059639.25799163,2127821.88670863,2224770.28495549,2365686.47197447,2471029.61554246,2552372.71701223,2294277.92156217,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,12,4,2020
"Midlands",1182743.25752098,1225822.1533478,1286919.93743883,1378196.73770672,1444581.39751624,1493047.82394952,1332655.77481153,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,12,4,2020
"North East and Yorkshire",793216.579972647,823920.617129816,866458.081195697,932054.949517068,979920.304872137,1015277.80752567,898307.684617184,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,12,4,2020
"North West",896833.265742679,928292.155245284,976340.172158215,1045749.31858458,1098922.44907828,1140726.44641114,1011154.55267286,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,12,4,2020
"South East",708366.403313711,734674.654375639,773324.952497267,829990.080947191,871782.046403995,904476.399759538,801797.768185627,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,12,4,2020
"South West",245234.698522053,256392.064619006,270894.810049607,293223.465680704,310166.008657055,322463.21699864,281910.888758392,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,12,4,2020
"East of England",640299.487298658,664670.934434711,700225.061531928,752765.2502334,790323.13874217,825037.155058553,726327.338194061,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,13,4,2020
"London",2064338.90634795,2133220.30207583,2230230.42811464,2371463.45170639,2476967.00661474,2557460.59789611,2299671.45281371,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,13,4,2020
"Midlands",1198467.36511882,1241529.79068679,1303438.82486261,1395734.09605712,1463048.352378,1512986.15156086,1349711.265842,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,13,4,2020
"North East and Yorkshire",809574.903100172,841603.253484042,884893.139157409,951611.832576576,1000594.53691597,1036548.39021935,917519.214366688,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,13,4,2020
"North West",911809.447402133,943590.199668957,992295.628350261,1062820.37143429,1116731.84887654,1159174.58328746,1027453.00041685,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,13,4,2020
"South East",717952.586939968,744810.793215683,783705.466690917,840950.194022539,883090.814975678,916563.906097472,812648.237309241,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,13,4,2020
"South West",249335.542334526,260503.291168866,275203.15730802,297933.570279004,315016.860333121,327576.146478784,286349.109038193,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,13,4,2020
"East of England",648965.139009291,673571.914706088,709621.756892223,762735.823136707,800753.403349356,835454.609029382,736006.17438714,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,14,4,2020
"London",2068364.57528589,2137755.50578181,2235047.93492587,2376365.95425277,2481952.53980419,2561747.75223906,2304296.89392171,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,14,4,2020
"Midlands",1212712.60692666,1256359.77285247,1319138.9688645,1412251.51241112,1480235.52788902,1532042.14833277,1365892.58707828,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,14,4,2020
"North East and Yorkshire",825494.748771116,858664.717711747,902486.741473041,970288.944332403,1020045.63309707,1056832.27882291,935883.798998532,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,14,4,2020
"North West",925754.656643094,958138.385105489,1007235.80857875,1079003.8299555,1133322.90758102,1176305.82376288,1043208.17456813,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,14,4,2020
"South East",726798.302097939,754066.089928863,793509.034094317,851537.213569301,893791.420996911,927585.749131561,822726.762548181,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,14,4,2020
"South West",252978.635015969,264481.231923873,279304.947735889,302308.911196283,319554.697591582,332290.304169039,290718.914315718,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,14,4,2020
"East of England",657014.78262895,681726.523385632,718300.075131783,771973.631563864,810590.61555888,845520.440460043,744968.572827538,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,15,4,2020
"London",2071878.58249083,2141239.00711072,2238874.81558347,2380513.93535287,2486637.35929294,2565553.37310063,2308318.98736368,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,15,4,2020
"Midlands",1226280.53429357,1270194.35291956,1333798.66040999,1427642.31987112,1496298.91770573,1549690.25397609,1380857.25320785,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,15,4,2020
"North East and Yorkshire",841607.310333639,875169.637833356,919698.743168462,988708.04659405,1038698.8669651,1076251.40781414,953634.389921102,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,15,4,2020
"North West",939335.70466503,971914.523306297,1021477.93750044,1094355.26685477,1149351.93345521,1192208.91837608,1057933.36931961,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,15,4,2020
"South East",735157.036973379,763040.295885059,802680.206696724,861178.281024058,904187.613279199,938042.970626921,832279.809471914,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,15,4,2020
"South West",256480.630680304,268137.382261439,283266.429180055,306487.735274993,324061.175907641,336715.718664758,294838.731457499,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,15,4,2020
"East of England",664232.625423572,689357.333727734,726408.246288385,780505.10895628,819805.777213823,854787.535156839,753478.890063509,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,16,4,2020
"London",2075223.28072357,2144092.40749254,2242508.06411918,2383829.20120021,2490460.49376275,2569007.88372173,2311815.01174693,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,16,4,2020
"Midlands",1238222.32404631,1283021.48309572,1347098.19319766,1441989.93092818,1510609.59809862,1565114.06384034,1394835.26727776,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,16,4,2020
"North East and Yorkshire",856893.136098185,890806.682990934,935924.743496992,1006092.63042186,1056293.35047496,1094086.360356,970572.297520856,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,16,4,2020
"North West",951961.358786458,984894.68794487,1034677.92323309,1108416.32796833,1163559.34200264,1207033.81688093,1071813.27141767,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,16,4,2020
"South East",743101.538477918,771061.997099347,811266.707021229,870352.646367623,913734.735302493,947938.490276773,841145.390039595,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,16,4,2020
"South West",259751.703849274,271728.815470763,286883.909492764,310453.96684519,328392.255797581,340942.256016171,298625.423871268,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,16,4,2020
"East of England",670876.369555574,696578.227557179,734018.716869244,788562.135590855,828216.186132072,864437.00882425,761304.014172182,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,17,4,2020
"London",2077888.49372496,2146780.60088884,2245144.25735087,2386615.92115936,2493435.06000138,2571978.22998745,2314807.65433268,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,17,4,2020
"Midlands",1249472.93527071,1294860.00442159,1359753.7246955,1455392.75047408,1524278.29626793,1579518.1121335,1407556.13094815,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,17,4,2020
"North East and Yorkshire",871381.913167601,905849.9508716,951135.049624852,1022246.30454452,1073089.08198849,1110801.72155822,986455.500519957,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,17,4,2020
"North West",963901.601032599,997070.176151078,1047103.37638778,1121622.04193373,1177873.91284111,1221378.05433917,1084764.93010526,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,17,4,2020
"South East",750484.648335815,778800.491874281,819275.492319141,878925.513425031,922617.715923306,957095.108385134,849312.597516746,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,17,4,2020
"South West",262916.219777538,275032.910374697,290310.632584289,314064.998500353,332272.080261625,344841.615161442,302263.254076251,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,17,4,2020
"East of England",677477.119468394,703155.866504526,740940.094199784,796070.547828083,835798.825856348,872365.343471281,768505.061380858,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,18,4,2020
"London",2080661.88801465,2149368.4671211,2247385.819683,2388974.38792421,2495901.7740203,2575087.12385353,2317434.4191762,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,18,4,2020
"Midlands",1259814.95047787,1305937.07989532,1371091.62754226,1467464.40056231,1537858.28739222,1592847.63958379,1419351.10609752,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,18,4,2020
"North East and Yorkshire",884739.029219578,919349.474414894,965829.930965299,1038065.74721949,1089362.54293489,1128041.22181331,1001652.04933056,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,18,4,2020
"North West",974432.265269926,1008516.22088472,1058690.59896909,1133963.40184568,1190721.01573353,1234975.84106493,1097018.98244918,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,18,4,2020
"South East",757326.188339346,785901.44959425,826744.894769274,886796.012342992,931085.918858735,965836.302281297,856892.183606343,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,18,4,2020
"South West",265864.817689098,278124.445174682,293574.063112464,317583.195103181,335856.741592977,348516.661682439,305594.844005978,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,18,4,2020
"East of England",684037.006600202,709414.761590372,747491.111430052,803212.17186901,843012.837069153,879729.788993096,775193.754526505,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,19,4,2020
"London",2083068.07881029,2151388.50644429,2249519.94128764,2390994.0298368,2498278.32536437,2577751.65354507,2319569.66217333,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,19,4,2020
"Midlands",1269391.34289424,1316029.22613082,1381757.4403811,1479090.91296923,1549626.83777512,1606013.7832583,1430329.99974258,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,19,4,2020
"North East and Yorkshire",898488.269015724,933122.976482921,979650.747753418,1052997.54747439,1104481.48031299,1144571.06255437,1016222.48152926,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,19,4,2020
"North West",984101.360895533,1019137.99304788,1069626.77596024,1145692.83758146,1202996.29285599,1247529.70069729,1108141.92599729,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,19,4,2020
"South East",763523.622978731,792326.086971586,833776.674366811,894121.515257041,939041.478002521,973935.520695397,864363.814793777,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,19,4,2020
"South West",268600.325324805,281039.987759768,296607.003296437,320885.655503998,339315.474590383,352021.383489023,308721.709834865,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,19,4,2020
"East of England",689733.331811988,715237.4690823,753584.431903245,809747.928681851,849409.090334473,886993.468956645,781483.032905269,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,20,4,2020
"London",2085143.08995734,2153093.93183505,2251343.60934276,2392853.9093711,2500022.76320283,2579657.68029582,2321654.33361512,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,20,4,2020
"Midlands",1278445.23004029,1325480.95387639,1391932.78080841,1489811.41236885,1561048.00970431,1617977.25933763,1440718.67479472,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,20,4,2020
"North East and Yorkshire",911091.537346932,945908.886839832,992798.836607256,1067282.23827485,1119622.45526566,1159625.96309127,1030050.49971352,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,20,4,2020
"North West",993630.603727538,1028985.83619966,1080074.84283809,1156295.92083126,1214372.82407142,1258620.80087984,1118727.69024159,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,20,4,2020
"South East",769677.460476451,798599.49239079,840225.181176698,900966.162364607,946249.97575673,981531.098490284,870920.350560833,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,20,4,2020
"South West",271125.282503572,283833.828607602,299479.516446377,324123.939025303,342551.377507642,355330.018620024,311665.705233005,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,20,4,2020
"East of England",695182.202151946,720738.133170115,759407.522178362,815991.361724606,855768.107371573,893458.579579845,787552.083398813,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,21,4,2020
"London",2086981.651622,2154572.13105112,2253007.00823454,2394411.01857846,2501960.75325202,2581171.88286556,2323202.52031228,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,21,4,2020
"Midlands",1287064.80632151,1334481.37642294,1401143.74853528,1499612.05567474,1571848.52780023,1628969.26975735,1450453.92406445,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,21,4,2020
"North East and Yorkshire",923010.346266775,958116.336271306,1005727.54297753,1081043.11889719,1134238.5195226,1175149.03377618,1043486.44774032,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,21,4,2020
"North West",1002857.76946993,1038517.76674185,1089947.1563339,1166636.72411833,1225228.33242105,1268825.53512325,1128901.86290514,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,21,4,2020
"South East",775507.203566806,804675.214512727,846371.245882865,907539.412199165,953222.631899976,988765.65320787,877242.248640222,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,21,4,2020
"South West",273588.954291778,286464.321299,302210.988698261,327171.238324275,345625.073986203,359149.231997761,314647.358097054,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,21,4,2020
"East of England",700141.774929046,726158.458896504,765011.760452206,822046.747861207,862341.997912366,899739.976554594,793310.476250499,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,22,4,2020
"London",2088534.21849935,2155872.69739988,2254332.68645063,2395964.30680882,2503543.60013987,2582551.05901935,2324652.88401375,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,22,4,2020
"Midlands",1295139.92828337,1343207.2395499,1410231.28344981,1509198.64333122,1582022.91976576,1638915.71739624,1459728.86195272,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,22,4,2020
"North East and Yorkshire",935146.473966105,970191.902363456,1018686.21778198,1094652.22516971,1148298.02506425,1190294.62587844,1056773.4278362,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,22,4,2020
"North West",1011222.88336178,1047623.69970093,1099566.72964706,1176673.40567551,1235631.97848822,1278872.43914755,1138607.80959128,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,22,4,2020
"South East",781049.097935293,810631.888259603,852164.866856916,913947.383940589,959771.177967703,995663.267322502,883226.327558143,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,22,4,2020
"South West",276137.871786784,289017.96729506,304910.839620412,330082.594995904,348833.8864189,362338.873358106,317503.741494485,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,22,4,2020
"East of England",704760.915437809,731046.377635565,770236.475554028,827587.040017103,868260.899058191,905469.35504718,798795.720715278,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,23,4,2020
"London",2089650.86193307,2157004.35848068,2255390.51069418,2397239.04661643,2504857.8221278,2583871.12810967,2325849.02774111,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,23,4,2020
"Midlands",1302833.16399035,1351074.55437915,1418662.25455292,1518056.17072961,1591327.57788453,1648547.38422269,1468213.47622654,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,23,4,2020
"North East and Yorkshire",946577.71896678,981767.912532637,1030690.02328743,1107661.44406534,1161953.70052529,1204630.58817817,1069143.39823826,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,23,4,2020
"North West",1019778.86804164,1056122.41550354,1108396.85586113,1185974.84115847,1245189.36582475,1288090.42596001,1147710.28765601,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,23,4,2020
"South East",786483.818803101,815894.801292204,857643.780617332,919855.104289152,965798.680551462,1001982.30967776,888935.696975095,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,23,4,2020
"South West",278464.468100532,291402.972625702,307549.051371318,332796.586321,351785.300901552,365381.916937625,320173.495252491,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,23,4,2020
"East of England",709301.725235101,735809.498311671,775121.118633404,832870.427273185,873901.422026856,910973.24923501,803745.521012776,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,24,4,2020
"London",2090609.53322513,2157877.7360566,2256505.95047442,2398331.92144149,2505935.98895237,2585035.23830863,2326858.26406006,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,24,4,2020
"Midlands",1310013.56655012,1358487.26934226,1426498.50349085,1526374.99784501,1599508.12818257,1657251.81687379,1476302.17347638,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,24,4,2020
"North East and Yorkshire",957546.414003778,993159.448543715,1042103.37199003,1120231.78880734,1175178.77388754,1218170.27979428,1081318.7701895,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,24,4,2020
"North West",1027249.14922715,1064055.22365755,1116623.58003556,1194798.65475098,1254177.05982713,1298211.53772056,1156169.08067653,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,24,4,2020
"South East",791147.8608946,820927.209859231,862696.587039,925465.663090896,971593.383971079,1007583.09808968,894251.024697875,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,24,4,2020
"South West",280646.107508054,293653.933999738,310005.730438043,335421.062171942,354506.580530264,368371.044206077,322685.677868463,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,24,4,2020
"East of England",713450.651073892,740344.108997738,779702.202927077,837798.446917654,879224.474274021,916100.788314099,808506.240385266,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,25,4,2020
"London",2091404.62736135,2158800.78841451,2257316.76948865,2399135.16114549,2507080.14217615,2586037.48764862,2327736.19569692,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,25,4,2020
"Midlands",1316728.65851895,1365174.83950649,1433679.33986609,1534088.97919103,1607875.47864615,1665628.09402793,1483853.81406592,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,25,4,2020
"North East and Yorkshire",967967.982836189,1003957.4557136,1053311.48571222,1131930.07801225,1187645.50696384,1230766.0407645,1092628.68316387,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,25,4,2020
"North West",1034323.71519551,1071713.19662672,1124507.9854248,1203112.47937231,1262740.52621457,1307225.46002993,1164233.25131807,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,25,4,2020
"South East",795300.550005178,825599.409878349,867502.175343495,930704.026205502,976957.814493162,1013049.42335255,899256.582089926,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,25,4,2020
"South West",282773.269752352,295968.918788307,312332.586626612,338017.974225031,357146.837622376,370973.281230491,325073.518931758,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,25,4,2020
"East of England",717600.972889752,744587.47982439,783941.817093027,842287.043408103,884330.221459794,921327.919090352,813072.764215966,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,26,4,2020
"London",2092028.46777958,2159558.08626992,2257998.59657709,2399869.3275657,2507924.38583,2586901.63129151,2328534.35799378,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,26,4,2020
"Midlands",1323014.82955247,1371910.44148167,1440464.38283258,1541369.10119574,1615880.57199392,1673348.43208985,1491058.79238277,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,26,4,2020
"North East and Yorkshire",978273.334900515,1014069.54723481,1063899.10324589,1143128.98357285,1199538.13724393,1243298.34521838,1103606.72721245,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,26,4,2020
"North West",1040850.48803914,1078875.27534158,1131755.22541366,1211018.99860504,1270780.64949006,1315487.6565402,1171784.52562899,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,26,4,2020
"South East",799191.208307922,830074.001939478,871938.160577855,935633.510068393,981671.429541009,1018321.63104605,903883.35144385,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,26,4,2020
"South West",284834.773387258,297939.798849393,314551.969377918,340451.744482366,359569.559698756,373423.511285542,327390.324114642,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,26,4,2020
"East of England",721387.577314717,748511.502675743,788063.428864191,846531.16780443,888662.906329159,926453.351412191,817265.874293113,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,27,4,2020
"London",2092563.70706648,2160211.60515184,2258670.60313628,2400518.16279493,2508785.88661025,2587782.02888346,2329235.64438095,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,27,4,2020
"Midlands",1328899.3519522,1378004.06270573,1447131.54997059,1548105.5388832,1623024.27125984,1680524.53479796,1497726.07119077,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,27,4,2020
"North East and Yorkshire",988175.193226933,1023667.87888625,1074117.91130906,1153881.74574283,1210922.51565643,1255976.90731713,1114038.55676953,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,27,4,2020
"North West",1047170.65216954,1085451.33414099,1138714.12978837,1218307.17923323,1278343.9151281,1322942.08081207,1178933.27172396,"PHE/Cambridge","Regional/age","Forecast","infections_cum",16,5,2020,27,4,2020
